iter	Logloss
224	0.3247933282
225	0.3247150063
226	0.3246037339
227	0.324514143
228	0.3244521324
229	0.3243763119
230	0.3243032436
231	0.324198656
232	0.324147201
233	0.3240383506
234	0.3239643202
235	0.3238864783
236	0.3238033014
237	0.3237338992
238	0.3236637396
239	0.3235642492
240	0.3234895869
241	0.3234275344
242	0.3233367634
243	0.323282849
244	0.3231877447
245	0.3231124988
246	0.3230422115
247	0.3229957459
248	0.322931855
249	0.3228783502
250	0.3228043792
251	0.3227487914
252	0.3226799947
253	0.322625891
254	0.3225529658
255	0.3225081473
256	0.3224270885
257	0.3223765386
258	0.3222966556
259	0.3222485277
260	0.3221790727
261	0.3221273667
262	0.3220598383
263	0.3219958769
264	0.321949713
265	0.3219062794
266	0.3218492252
267	0.3218043582
268	0.3217576725
269	0.3217119864
270	0.3216636823
271	0.3216142112
272	0.3215701479
273	0.3215076947
274	0.3214753717
275	0.3214297494
276	0.3213665609
277	0.3213086193
278	0.3212571005
279	0.3212087964
280	0.32116579
281	0.3211089515
282	0.3210765118
283	0.321041542
284	0.3210061298
285	0.320986584
286	0.3209344223
287	0.3208737482
288	0.3208167512
289	0.3207796061
290	0.3207212242
291	0.3206888306
292	0.3206491908
293	0.3206119113
294	0.3205802686
295	0.3205528799
296	0.3205078433
297	0.3204567561
298	0.3204211567
299	0.3203664166
300	0.3203338887
301	0.3202840676
302	0.3202462575
303	0.3202022822
304	0.3201623099
305	0.320131134
306	0.3200964857
307	0.3200597502
308	0.3200268039
309	0.3199919135
310	0.319945001
311	0.3199160313
312	0.3198748832
313	0.319849038
314	0.3198178202
315	0.3197871044
316	0.3197496488
317	0.3197229162
318	0.3197012721
319	0.3196678613
320	0.3196415096
321	0.3196146471
322	0.3195822073
323	0.3195594006
324	0.3195341718
325	0.3194972843
326	0.3194716857
327	0.3194452107
328	0.3194101067
329	0.3193795891
330	0.3193494855
331	0.3193078926
332	0.3192781743
333	0.3192540597
334	0.319228406
335	0.3191894179
336	0.3191617979
337	0.3191356114
338	0.3191119416
339	0.3190942409
340	0.3190562327
341	0.3190273401
342	0.3190061781
343	0.3189845494
344	0.3189646007
345	0.3189450593
346	0.3189219047
347	0.3188959207
348	0.3188744857
349	0.3188533106
350	0.3188194924
351	0.3187972428
352	0.3187693674
353	0.3187419148
354	0.318720176
355	0.3187013216
356	0.3186699849
357	0.3186496663
358	0.3186314482
359	0.3186081439
360	0.31858395
361	0.3185604145
362	0.3185316012
363	0.3185094616
364	0.3184869059
365	0.318466464
366	0.3184324587
367	0.3184159911
368	0.3183955843
369	0.3183791366
370	0.3183626359
371	0.3183491342
372	0.3183218005
373	0.3183058283
374	0.3182856836
375	0.3182667676
376	0.318246526
377	0.3182192936
378	0.318202804
379	0.3181724581
380	0.318143713
381	0.3181216638
382	0.3181057092
383	0.3180888783
384	0.3180703013
385	0.3180513654
386	0.3180284068
387	0.3180110188
388	0.3179824499
389	0.3179695383
390	0.3179487462
391	0.3179266705
392	0.3179096987
393	0.31789335
394	0.3178645124
395	0.3178361086
396	0.3178231948
397	0.3178051132
398	0.3177895726
399	0.3177738426
400	0.3177480084
401	0.3177296736
402	0.3177040816
403	0.3176849607
404	0.3176651001
405	0.3176520233
406	0.3176357253
407	0.3176167608
408	0.3175920429
409	0.3175704141
410	0.3175553821
411	0.3175429483
412	0.3175262495
413	0.3175008931
414	0.3174796188
415	0.3174669296
416	0.3174500789
417	0.3174398139
418	0.3174224105
419	0.3174112736
420	0.317397261
421	0.3173841953
422	0.3173638744
423	0.3173501966
424	0.3173395594
425	0.3173194368
426	0.3173066154
427	0.3172898242
428	0.3172767826
429	0.3172602974
430	0.3172486915
431	0.3172248741
432	0.3172042582
433	0.3171876541
434	0.3171747293
435	0.3171574933
436	0.3171441038
437	0.3171306131
438	0.3171169419
439	0.3171071326
440	0.3170967928
441	0.3170813666
442	0.3170670679
443	0.3170561203
444	0.317041467
445	0.3170313297
446	0.3170209854
447	0.3170054316
448	0.3169916877
449	0.3169794564
450	0.3169631584
451	0.316951024
452	0.31692949
453	0.3169064608
454	0.3168961408
455	0.316881307
456	0.3168678647
457	0.3168448796
458	0.3168308517
459	0.3168237001
460	0.3168028332
461	0.3167837982
462	0.3167710341
463	0.3167602693
464	0.3167462832
465	0.316732874
466	0.3167222082
467	0.3167078081
468	0.3166946081
469	0.316684997
470	0.3166708458
471	0.3166599863
472	0.3166446989
473	0.3166299883
474	0.3166180984
475	0.3166059772
476	0.3165960667
477	0.3165850443
478	0.3165719433
479	0.3165621583
480	0.3165514221
481	0.3165402301
482	0.3165288642
483	0.3165170667
484	0.3165065683
485	0.3164944647
486	0.3164845146
487	0.3164710723
488	0.3164607501
489	0.3164427588
490	0.3164340637
491	0.3164240916
492	0.3164151014
493	0.316409359
494	0.3163996158
495	0.3163902998
496	0.3163832803
497	0.3163670726
498	0.3163567239
499	0.3163376427
500	0.3163282805
501	0.3163151795
502	0.316305771
503	0.316292179
504	0.3162764468
505	0.3162646559
506	0.316257643
507	0.3162434984
508	0.3162304525
509	0.316221524
510	0.3162104333
511	0.3162001617
512	0.3161912442
513	0.3161746181
514	0.3161638532
515	0.3161510979
516	0.316142077
517	0.3161314245
518	0.3161170794
519	0.3161021465
520	0.3160929164
521	0.3160847255
522	0.3160771952
523	0.3160649309
524	0.316053085
525	0.3160381785
526	0.3160261873
527	0.3160134518
528	0.3160047809
529	0.3159981908
530	0.315986805
531	0.3159747389
532	0.3159640666
533	0.3159563161
534	0.3159490786
535	0.315934705
536	0.3159231145
537	0.3159143071
538	0.3159060546
539	0.3158983481
540	0.3158907033
541	0.315878941
542	0.3158629556
543	0.3158501651
544	0.315839299
545	0.3158248483
546	0.3158121965
547	0.3158048291
548	0.3157913274
549	0.3157796158
550	0.3157684304
551	0.3157593148
552	0.3157489507
553	0.3157382299
554	0.3157248845
555	0.3157143817
556	0.315707142
557	0.3156982026
558	0.3156841592
559	0.3156754927
560	0.3156652101
561	0.3156547888
562	0.3156455939
563	0.315638134
564	0.3156251783
565	0.3156187842
566	0.3156086865
567	0.3155986747
568	0.315588467
569	0.3155831341
570	0.3155723561
571	0.3155642841
572	0.3155540389
573	0.3155452073
574	0.3155310627
575	0.3155215617
576	0.3155131903
577	0.3155044798
578	0.3154967381
579	0.3154894566
580	0.3154802199
581	0.3154712209
582	0.3154626447
583	0.3154498058
584	0.3154415576
585	0.3154316604
586	0.3154184537
587	0.3154086313
588	0.3153983795
589	0.3153888763
590	0.3153803089
591	0.3153745379
592	0.3153661136
593	0.3153590831
594	0.3153462376
595	0.3153355982
596	0.3153292261
597	0.3153168231
598	0.3153087688
599	0.3153022667
600	0.3152903239
601	0.3152832009
602	0.3152744948
603	0.3152670856
604	0.3152600904
605	0.3152519325
606	0.3152440697
607	0.3152350664
608	0.3152328711
609	0.3152256513
610	0.3152180681
611	0.3152097363
612	0.3151965319
613	0.3151895014
614	0.3151806434
615	0.3151738661
616	0.3151632862
617	0.3151552891
618	0.3151455437
619	0.3151373088
620	0.3151288317
621	0.3151240207
622	0.3151182475
623	0.3151089182
624	0.3150986554
625	0.3150903875
626	0.3150834011
627	0.3150762891
628	0.3150662619
629	0.3150557921
630	0.3150498471
631	0.3150381752
632	0.3150306625
633	0.3150244202
634	0.3150176297
635	0.3150101699
636	0.3150020869
637	0.3149946116
638	0.3149825477
639	0.3149733308
640	0.3149661638
641	0.3149563568
642	0.3149471707
643	0.3149420272
644	0.3149335633
645	0.3149283911
646	0.314918168
647	0.3149092043
648	0.3148989657
649	0.3148919418
650	0.3148832885
651	0.3148753267
652	0.3148668848
653	0.3148594646
654	0.3148518308
655	0.3148427107
656	0.3148352333
657	0.3148284031
658	0.3148211921
659	0.3148114423
660	0.3148041916
661	0.3148028133
662	0.314795109
663	0.3147845952
664	0.3147775251
665	0.3147678964
666	0.314758358
667	0.3147495991
668	0.3147426324
669	0.314735373
670	0.3147274331
671	0.3147208144
672	0.3147130661
673	0.3147066675
674	0.3146990293
675	0.3146902483
676	0.3146822116
677	0.3146728538
678	0.3146648677
679	0.3146567847
680	0.3146468147
681	0.3146384565
682	0.3146305563
683	0.3146249174
684	0.3146161959
685	0.3146090949
686	0.3146018266
687	0.3145949481
688	0.3145858941
689	0.314575966
690	0.3145705626
691	0.3145630565
692	0.3145561714
693	0.3145515849
694	0.3145412539
695	0.3145315437
696	0.3145234696
697	0.3145167275
698	0.3145097741
699	0.3145023737
700	0.3144955568
701	0.3144890701
702	0.3144839244
703	0.3144755442
704	0.3144693328
705	0.3144641144
706	0.3144594179
707	0.3144523676
708	0.3144453723
709	0.3144344049
710	0.3144279271
711	0.3144223894
712	0.3144164687
713	0.3144085178
714	0.3144014675
715	0.3143936642
716	0.3143858256
717	0.3143800369
718	0.3143725551
719	0.3143671517
720	0.3143572809
721	0.3143506599
722	0.3143431076
723	0.314337363
724	0.3143292954
725	0.3143223706
726	0.3143163574
727	0.3143084219
728	0.3143011558
729	0.3142970053
730	0.3142912189
731	0.3142860402
732	0.3142807998
733	0.3142730251
734	0.3142683946
735	0.3142618991
736	0.3142543292
737	0.3142496811
738	0.3142447556
739	0.3142407108
740	0.3142344333
741	0.3142340898
742	0.3142283012
743	0.3142208017
744	0.3142129103
745	0.3142036779
746	0.3141957755
747	0.3141900419
748	0.3141805365
749	0.3141732066
750	0.3141653482
751	0.314157743
752	0.3141519544
753	0.3141447808
754	0.3141389283
755	0.3141327785
756	0.3141255498
757	0.314117588
758	0.314111698
759	0.3141068628
760	0.3141016268
761	0.3140959791
762	0.3140906682
763	0.3140848663
764	0.3140783951
765	0.3140705544
766	0.3140624163
767	0.3140522108
768	0.3140449359
769	0.3140390592
770	0.314031989
771	0.3140269314
772	0.3140197137
773	0.314015244
774	0.3140065115
775	0.3140013988
776	0.3139946766
777	0.3139891543
778	0.3139846009
779	0.3139784269
780	0.3139716012
781	0.313966156
782	0.3139601979
783	0.3139547637
784	0.3139458903
785	0.3139412532
786	0.3139356495
787	0.3139308715
788	0.3139246094
789	0.3139193096
790	0.3139134923
791	0.3139063715
792	0.3139009572
793	0.3138893403
794	0.3138859472
795	0.3138792162
796	0.3138709879
797	0.3138631383
798	0.3138577152
799	0.3138487074
800	0.3138429518
801	0.3138356373
802	0.3138291264
803	0.3138187689
804	0.3138097766
805	0.3137991747
806	0.3137956826
807	0.313795284
808	0.313789011
809	0.313785237
810	0.3137794836
811	0.3137744634
812	0.3137667547
813	0.3137617279
814	0.3137545961
815	0.3137474137
816	0.3137471429
817	0.3137409909
818	0.313734621
819	0.3137269233
820	0.3137207053
821	0.3137146062
822	0.3137086656
823	0.3137010605
824	0.3136961724
825	0.3136894435
826	0.313684256
827	0.3136786281
828	0.3136741407
829	0.3136683454
830	0.3136619381
831	0.3136575388
832	0.3136540378
833	0.3136481413
834	0.3136438323
835	0.3136358638
836	0.3136313456
837	0.313625383
838	0.3136221815
839	0.313614147
840	0.3136067048
841	0.3135996611
842	0.3135927143
843	0.3135858027
844	0.3135805997
845	0.3135701674
846	0.3135668712
847	0.3135610539
848	0.3135568638
849	0.3135521651
850	0.3135444036
851	0.3135357107
852	0.3135291206
853	0.3135213855
854	0.3135154119
855	0.3135106206
856	0.3135054529
857	0.3135021413
858	0.3134960202
859	0.3134880275
860	0.3134839123
861	0.3134794381
862	0.3134724296
863	0.3134660355
864	0.313459551
865	0.3134540993
866	0.313446362
867	0.3134396177
868	0.3134348816
869	0.3134283619
870	0.3134221769
871	0.3134193365
872	0.3134131978
873	0.3134038245
874	0.3133975845
875	0.3133915448
876	0.3133837723
877	0.3133782589
878	0.3133723844
879	0.3133670801
880	0.3133614852
881	0.3133566852
882	0.3133499322
883	0.3133430382
884	0.3133370954
885	0.3133316767
886	0.3133269955
887	0.3133212201
888	0.3133141984
889	0.3133058336
890	0.3132961851
891	0.3132903943
892	0.3132821682
893	0.313275032
894	0.3132684309
895	0.313264287
896	0.313257186
897	0.3132510319
898	0.3132469012
899	0.3132412843
900	0.3132364314
901	0.3132301209
902	0.3132257327
903	0.3132205385
904	0.3132167381
905	0.3132083227
906	0.3132009465
907	0.3131946052
908	0.3131894573
909	0.3131855622
910	0.3131780671
911	0.3131730447
912	0.3131679034
913	0.3131626058
914	0.3131579136
915	0.3131499165
916	0.3131446277
917	0.3131389051
918	0.3131326563
919	0.313126806
920	0.3131219927
921	0.3131155655
922	0.3131092727
923	0.3131050869
924	0.3130996968
925	0.3130950553
926	0.3130875911
927	0.31308315
928	0.3130788674
929	0.313071445
930	0.3130654625
931	0.3130616666
932	0.3130544181
933	0.313049497
934	0.3130444944
935	0.3130360239
936	0.3130327057
937	0.3130287336
938	0.3130233677
939	0.3130199284
940	0.3130150645
941	0.3130103129
942	0.3130039166
943	0.3129984472
944	0.3129928126
945	0.3129869734
946	0.3129810724
947	0.3129750438
948	0.3129699817
949	0.3129659589
950	0.3129591508
951	0.312955531
952	0.3129500066
953	0.3129437533
954	0.3129386781
955	0.3129346641
956	0.312930998
957	0.3129254978
958	0.3129226971
959	0.3129199844
960	0.3129141605
961	0.3129077399
962	0.3129020063
963	0.3128964114
964	0.3128895461
965	0.3128851754
966	0.3128790609
967	0.3128729794
968	0.3128663034
969	0.3128637845
970	0.3128581742
971	0.3128493954
972	0.312842933
973	0.312838373
974	0.3128348875
975	0.3128311708
976	0.3128232221
977	0.312818334
978	0.3128144544
979	0.3128096213
980	0.3128044668
981	0.3127997813
982	0.3127932748
983	0.3127878032
984	0.3127816997
985	0.3127741738
986	0.312769147
987	0.312766289
988	0.3127622992
989	0.3127559711
990	0.3127518647
991	0.3127462786
992	0.3127406023
993	0.3127341597
994	0.3127280804
995	0.3127242425
996	0.3127209464
997	0.3127178726
998	0.3127107232
999	0.3127027724
1000	0.3126958475
1001	0.3126885572
1002	0.3126824185
1003	0.3126768919
1004	0.3126712485
1005	0.31266629
1006	0.3126626966
1007	0.312657542
1008	0.3126533387
1009	0.3126484286
1010	0.3126423669
1011	0.3126375559
1012	0.3126313709
1013	0.3126266325
1014	0.3126184197
1015	0.3126128138
1016	0.3126080005
1017	0.3126032511
1018	0.3125989884
1019	0.3125924577
1020	0.3125889303
1021	0.312584214
1022	0.3125768158
1023	0.3125719717
1024	0.3125676143
1025	0.3125622065
1026	0.3125574043
1027	0.3125500546
1028	0.3125448868
1029	0.3125385103
1030	0.3125318233
1031	0.3125262108
1032	0.3125187729
1033	0.3125127641
1034	0.3125089769
1035	0.3125035097
1036	0.3124991611
1037	0.3124929585
1038	0.3124861856
1039	0.3124792124
1040	0.3124745665
1041	0.3124697819
1042	0.3124642883
1043	0.3124593407
1044	0.3124529884
1045	0.312447508
1046	0.3124422632
1047	0.312437908
1048	0.312434385
1049	0.3124266037
1050	0.3124230631
1051	0.3124171357
1052	0.3124101471
1053	0.3124049265
1054	0.3124006703
1055	0.312393303
1056	0.3123874483
1057	0.3123814416
1058	0.312376897
1059	0.3123733256
1060	0.3123681733
1061	0.3123606034
1062	0.3123559773
1063	0.3123497923
1064	0.3123443581
1065	0.3123373188
1066	0.3123324946
1067	0.3123262744
1068	0.3123211903
1069	0.3123136754
1070	0.3123065855
1071	0.3122990772
1072	0.3122918155
1073	0.3122879755
1074	0.3122810441
1075	0.3122745927
1076	0.312268258
1077	0.3122640679
1078	0.3122589045
1079	0.3122552781
1080	0.312250216
1081	0.3122447158
1082	0.3122399598
1083	0.3122339114
1084	0.3122300317
1085	0.3122243289
1086	0.3122201631
1087	0.3122152045
1088	0.3122109858
1089	0.3122061461
1090	0.3122005644
1091	0.3121971934
1092	0.3121890664
1093	0.3121839317
1094	0.3121800476
1095	0.3121736711
1096	0.3121696351
1097	0.312165227
1098	0.3121610149
1099	0.3121554706
1100	0.3121466236
1101	0.3121388247
1102	0.3121349362
1103	0.3121291894
1104	0.3121234404
1105	0.3121177772
1106	0.3121138734
1107	0.3121083313
1108	0.3121024546
1109	0.3120977316
1110	0.3120920024
1111	0.312088376
1112	0.3120851415
1113	0.3120805771
1114	0.312074969
1115	0.3120703803
1116	0.3120649484
1117	0.31206069
1118	0.3120553813
1119	0.3120504602
1120	0.3120468624
1121	0.3120434782
1122	0.3120382884
1123	0.3120324403
1124	0.3120276535
1125	0.3120233995
1126	0.3120165782
1127	0.3120103492
1128	0.312005155
1129	0.3119995117
1130	0.3119940577
1131	0.3119895286
1132	0.3119858272
1133	0.3119810514
1134	0.3119752033
1135	0.3119685472
1136	0.311962349
1137	0.3119572517
1138	0.311953361
1139	0.3119456722
1140	0.3119384788
1141	0.3119315826
1142	0.3119278042
1143	0.3119221895
1144	0.3119166959
1145	0.3119121425
1146	0.3119041894
1147	0.3118990745
1148	0.3118951354
1149	0.31189032
1150	0.3118852624
1151	0.3118791897
1152	0.3118713049
1153	0.3118653731
1154	0.3118615287
1155	0.3118572042
1156	0.3118518912
1157	0.3118451051
1158	0.3118380966
1159	0.3118316783
1160	0.3118263894
1161	0.3118190375
1162	0.3118112033
1163	0.3118048576
1164	0.311800095
1165	0.3117975915
1166	0.3117924854
1167	0.3117859217
1168	0.3117810512
1169	0.3117748905
1170	0.3117715216
1171	0.3117668471
1172	0.3117616574
1173	0.3117552698
1174	0.3117505094
1175	0.3117444632
1176	0.3117391105
1177	0.3117352088
1178	0.3117279471
1179	0.3117215441
1180	0.3117148483
1181	0.3117108212
1182	0.3117048431
1183	0.311700129
1184	0.3116946288
1185	0.3116886618
1186	0.3116812966
1187	0.311675105
1188	0.3116697876
1189	0.3116651967
1190	0.3116588466
1191	0.3116532473
1192	0.3116481919
1193	0.3116405404
1194	0.311635463
1195	0.3116310945
1196	0.3116241962
1197	0.3116177139
1198	0.3116117623
1199	0.3116056522
1200	0.3115993131
1201	0.3115959575
1202	0.3115906929
1203	0.3115861703
1204	0.3115793468
1205	0.3115748968
1206	0.3115700131
1207	0.3115656733
1208	0.3115607059
1209	0.3115537327
1210	0.3115483976
1211	0.3115442361
1212	0.3115393987
1213	0.3115334735
1214	0.3115298625
1215	0.3115254808
1216	0.3115190074
1217	0.311514203
1218	0.3115078771
1219	0.3115035901
1220	0.3115003137
1221	0.3114960443
1222	0.3114883555
1223	0.3114827188
1224	0.3114780134
1225	0.3114733565
1226	0.3114689264
1227	0.311462039
1228	0.3114585051
1229	0.3114521175
1230	0.3114473703
1231	0.3114403575
1232	0.3114365791
1233	0.3114289409
1234	0.3114211552
1235	0.3114171082
1236	0.311412361
1237	0.3114061166
1238	0.3113996145
1239	0.3113950611
1240	0.3113873833
1241	0.3113825943
1242	0.3113780188
1243	0.3113741348
1244	0.3113690947
1245	0.3113638962
1246	0.3113594903
1247	0.3113554037
1248	0.3113498374
1249	0.3113425713
1250	0.3113370865
1251	0.3113297632
1252	0.3113227041
1253	0.3113179371
1254	0.3113130864
1255	0.3113076148
1256	0.3113013087
1257	0.3112972331
1258	0.3112912177
1259	0.3112870143
1260	0.3112808844
1261	0.3112747853
1262	0.3112683537
1263	0.3112625849
1264	0.3112581724
1265	0.3112522186
1266	0.3112460006
1267	0.3112406413
1268	0.3112341634
1269	0.3112269656
1270	0.3112212672
1271	0.3112163835
1272	0.3112104716
1273	0.3112048305
1274	0.3111997112
1275	0.3111951445
1276	0.3111887174
1277	0.3111831841
1278	0.3111771533
1279	0.3111712017
1280	0.3111664479
1281	0.311161998
1282	0.3111541021
1283	0.3111502181
1284	0.3111474416
1285	0.3111421703
1286	0.3111369432
1287	0.3111315112
1288	0.3111243926
1289	0.3111190466
1290	0.3111135265
1291	0.3111095038
1292	0.3111020197
1293	0.3110955551
1294	0.3110876174
1295	0.3110834207
1296	0.3110799836
1297	0.3110747895
1298	0.3110686265
1299	0.3110625868
1300	0.311056327
1301	0.3110502719
1302	0.3110437809
1303	0.3110399321
1304	0.3110342403
1305	0.3110290043
1306	0.311023623
1307	0.3110175789
1308	0.3110109051
1309	0.3110064354
1310	0.3110012698
1311	0.3109926584
1312	0.3109874995
1313	0.3109809028
1314	0.310974196
1315	0.3109703934
1316	0.3109648095
1317	0.310958074
1318	0.3109527081
1319	0.3109464769
1320	0.310939867
1321	0.3109330589
1322	0.310927017
1323	0.310920744
1324	0.3109144489
1325	0.3109083542
1326	0.3109049127
1327	0.310899756
1328	0.310893091
1329	0.3108900811
1330	0.3108843166
1331	0.3108787812
1332	0.3108716846
1333	0.3108648237
1334	0.310859046
1335	0.3108531319
1336	0.3108471385
1337	0.3108416933
1338	0.3108368625
1339	0.3108291208
1340	0.310823407
1341	0.310818248
1342	0.3108132653
1343	0.3108068799
1344	0.3108016219
1345	0.3107967514
1346	0.3107921099
1347	0.3107862442
1348	0.3107800725
1349	0.3107748805
1350	0.3107690918
1351	0.3107636357
1352	0.310758327
1353	0.3107541633
1354	0.3107505017
1355	0.3107446095
1356	0.3107410051
1357	0.3107333647
1358	0.3107271379
1359	0.3107214263
1360	0.3107176677
1361	0.3107111987
1362	0.3107046174
1363	0.3106997205
1364	0.3106918709
1365	0.310685283
1366	0.3106787303
1367	0.3106737035
1368	0.3106685952
1369	0.3106634253
1370	0.3106556065
1371	0.3106489614
1372	0.3106452182
1373	0.31064094
1374	0.3106366508
1375	0.3106306178
1376	0.3106255227
1377	0.3106190933
1378	0.3106145972
1379	0.3106090089
1380	0.3106030661
1381	0.3105980173
1382	0.3105919446
1383	0.3105832825
1384	0.31057551
1385	0.3105693889
1386	0.3105635099
1387	0.3105576486
1388	0.310552897
1389	0.3105470467
1390	0.3105424801
1391	0.3105364272
1392	0.310528996
1393	0.3105238899
1394	0.3105190921
1395	0.3105134708
1396	0.3105079288
1397	0.3105017922
1398	0.3104951559
1399	0.3104910296
1400	0.3104837415
1401	0.3104772086
1402	0.3104715851
1403	0.31046913
1404	0.310462846
1405	0.3104559234
1406	0.310449516
1407	0.310444705
1408	0.3104368972
1409	0.3104303864
1410	0.3104239768
1411	0.3104187716
1412	0.3104122784
1413	0.3104065316
1414	0.3103999503
1415	0.3103953792
1416	0.3103873865
1417	0.3103816551
1418	0.3103750672
1419	0.3103694371
1420	0.3103636
1421	0.3103585005
1422	0.3103525291
1423	0.3103472535
1424	0.3103413481
1425	0.3103364578
1426	0.3103289319
1427	0.3103213642
1428	0.310316344
1429	0.3103117884
1430	0.3103056342
1431	0.3102992929
1432	0.3102935285
1433	0.3102889332
1434	0.3102826337
1435	0.3102765104
1436	0.3102704091
1437	0.3102635393
1438	0.3102582483
1439	0.3102547275
1440	0.3102505528
1441	0.3102447642
1442	0.3102379715
1443	0.3102313351
1444	0.3102264338
1445	0.3102212903
1446	0.3102143237
1447	0.310206571
1448	0.3102005577
1449	0.3101943838
1450	0.3101872916
1451	0.3101818178
1452	0.3101765114
1453	0.3101696152
1454	0.3101645488
1455	0.31015841
1456	0.3101520643
1457	0.3101461788
1458	0.3101410397
1459	0.3101348987
1460	0.3101304224
1461	0.3101235394
1462	0.3101180854
1463	0.3101127856
1464	0.3101061514
1465	0.3101009881
1466	0.3100941117
1467	0.3100898511
1468	0.3100835429
1469	0.310075341
1470	0.3100706929
1471	0.3100651971
1472	0.3100595934
1473	0.310054833
1474	0.3100479787
1475	0.310042135
1476	0.3100355669
1477	0.3100326142
1478	0.310025751
1479	0.3100203081
1480	0.3100159396
1481	0.3100100122
1482	0.3100042082
1483	0.3099989524
1484	0.3099940202
1485	0.3099887292
1486	0.3099824671
1487	0.3099779666
1488	0.309973422
1489	0.3099672656
1490	0.309962263
1491	0.3099563114
1492	0.3099498358
1493	0.3099427414
1494	0.3099370211
1495	0.3099291583
1496	0.3099240632
1497	0.3099186973
1498	0.3099135075
1499	0.3099059993
1500	0.3098999882
1501	0.309894433
1502	0.3098887852
1503	0.3098826751
1504	0.3098775558
1505	0.3098722868
1506	0.3098661326
1507	0.3098613326
1508	0.3098565612
1509	0.3098515784
1510	0.3098466287
1511	0.3098418639
1512	0.3098375263
1513	0.3098324774
